# f [Hz], A [dBV]
# 
86967.418546,-70.521510
87218.045113,-70.474470
87468.671679,-70.497990
87719.298246,-70.533270
87969.924812,-70.480350
88220.551378,-70.356880
88471.177945,-70.245170
88721.804511,-70.145220
88972.431078,-70.109940
89223.057644,-70.262810
89473.684211,-70.362760
89724.310777,-70.339240
89974.937343,-70.392160
90225.563910,-70.515630
90476.190476,-70.562660
90726.817043,-70.403920
90977.443609,-70.209900
91228.070175,-70.174620
91478.696742,-70.333370
91729.323308,-70.533270
91979.949875,-70.662620
92230.576441,-70.727290
92481.203008,-70.644980
92731.829574,-70.521510
92982.456140,-70.368640
93233.082707,-70.374520
93483.709273,-70.521510
93734.335840,-70.597940
93984.962406,-70.550910
94235.588972,-70.398040
94486.215539,-70.333370
94736.842105,-70.298090
94987.468672,-70.209900
95238.095238,-70.192260
95488.721805,-70.333370
95739.348371,-70.492110
95989.974937,-70.497990
96240.601504,-70.427440
96491.228070,-70.392160
96741.854637,-70.386280
96992.481203,-70.427440
97243.107769,-70.445080
97493.734336,-70.433320
97744.360902,-70.398040
97994.987469,-70.356880
98245.614035,-70.309840
98496.240602,-70.309840
98746.867168,-70.327480
98997.493734,-70.403920
99248.120301,-70.456830
99498.746867,-70.315730
99749.373434,-70.168740
100000.000000,-70.139340
